index,class_name,original_comment,preprocessed_comment,categories
6986,NMLeveldbStateStoreService.java,"    // if version is not stored previously, treat it as CURRENT_VERSION_INFO.","if version is not stored previously, treat it as current_version_info.",['rational']
6987,NMLeveldbStateStoreService.java,  // Only used for test,only used for test,['summary']
6988,NMLeveldbStateStoreService.java,"Versioning scheme: major.minor. For e.g. 1.0, 1.1, 1.2...1.25, 2.0 etc.
   * 2) Any incompatible change of state-store is a major upgrade, and any
   *    compatible change of state-store is a minor upgrade.
   * 3) Within a minor upgrade, say 1.1 to 1.2:
   *    overwrite the version info and proceed as normal.
   * 4) Within a major upgrade, say 1.2 to 2.0:
   *    throw exception and indicate user to use a separate upgrade tool to
   *    upgrade NM state or remove incompatible old state.","versioning scheme: major.minor. for e.g. 1.0, 1.1, 1.2...1.25, 2.0 etc. 2) any incompatible change of state-store is a major upgrade, and any compatible change of state-store is a minor upgrade. 3) within a minor upgrade, say 1.1 to 1.2: overwrite the version info and proceed as normal. 4) within a major upgrade, say 1.2 to 2.0: throw exception and indicate user to use a separate upgrade tool to upgrade nm state or remove incompatible old state.",['summary']
6990,Messages.java,		// Initialize resource bundle.,initialize resource bundle.,['summary']
6993,NewManagedProject.java, * @noinstantiate This class is not intended to be instantiated by clients.,@noinstantiate this class is not intended to be instantiated by clients.,['usage']
6998,ConfigBuilder.java,   * Default constructor,default constructor,['summary']
7001,ConfigBuilder.java,   * Return a subset configuration (so getParent() can be used.),return a subset configuration (so getparent() can be used.),['summary']
7003,ConfigBuilder.java,   * @return self,@return self,['usage']
7006,ConfigBuilder.java,   * @param prefix  of the subset,@param prefix of the subset,['usage']
7009,ChangeBuildConfigContextAction.java, * This context menu action is used to change active build configuration for the project,this context menu action is used to change active build configuration for the project,['summary']
7010,ChangeBuildConfigContextAction.java,"	 * @see org.eclipse.ui.IObjectActionDelegate#setActivePart(org.eclipse.jface.action.IAction, org.eclipse.ui.IWorkbenchPart)","@see org.eclipse.ui.iobjectactiondelegate#setactivepart(org.eclipse.jface.action.iaction, org.eclipse.ui.iworkbenchpart)",['Pointer']
7013,ChangeBuildConfigContextAction.java,	 * @see org.eclipse.jface.action.IMenuCreator#dispose(),@see org.eclipse.jface.action.imenucreator#dispose(),['Pointer']
7014,ChangeBuildConfigContextAction.java,	 * @see org.eclipse.jface.action.IMenuCreator#getMenu(org.eclipse.swt.widgets.Control),@see org.eclipse.jface.action.imenucreator#getmenu(org.eclipse.swt.widgets.control),['Pointer']
7015,ChangeBuildConfigContextAction.java,	 * @see org.eclipse.jface.action.IMenuCreator#getMenu(org.eclipse.swt.widgets.Menu),@see org.eclipse.jface.action.imenucreator#getmenu(org.eclipse.swt.widgets.menu),['Pointer']
7016,ChangeBuildConfigContextAction.java,		// this method is never called,this method is never called,['usage']
7017,ChangeBuildConfigContextAction.java,		// do nothing,do nothing,['summary']
7020,FindAction.java," Contributors:
 *     IBM Corp. - Rational Software - initial implementation
 *     Sergey Prigogin (Google)",contributors: ibm corp. - rational software - initial implementation sergey prigogin (google),['Ownership']
7021,AutotoolsEnvironmentVariableSupplier.java,"Contributors:
 *     Marc-Andre Laperle (Ericsson) - initial API and implementation",contributors: marc-andre laperle (ericsson) - initial api and implementation,['Ownership']
7022,AutotoolsEnvironmentVariableSupplier.java,@noreference This class is not intended to be referenced by clients.,@noreference this class is not intended to be referenced by clients.,['usage']
7025,AutotoolsEnvironmentVariableSupplier.java,			// Windows has case insensitive env var names,windows has case insensitive env var names,['summary']
7027,CleanerTask.java,   * @param store,@param store,['usage']
7029,CleanerTask.java,"@param cleanerTaskLock lock that ensures a serial execution of cleaner
   *                        task",@param cleanertasklock lock that ensures a serial execution of cleaner task,['usage']
7030,CleanerTask.java,   * @return an instance of a CleanerTask,@return an instance of a cleanertask,['usage']
7031,CleanerTask.java,    /** The cleaner task ran into an error while processing the resource **/,the cleaner task ran into an error while processing the resource *,['Expand']
7032,CleanerTask.java,    /** Resource was successfully deleted **/,resource was successfully deleted *,['Expand']
7034,CleanerTask.java,"A status indicating what happened with the processing of a given cache
   * resource.",a status indicating what happened with the processing of a given cache resource.,['summary']
7036,CleanerTask.java,"// the directory can be removed safely now
      // log the original path",the directory can be removed safely now log the original path,['summary']
7038,CleanerTask.java,    // record the processing,record the processing,['summary']
7039,CleanerTask.java,"we did not delete the resource because it contained application
            // ids",we did not delete the resource because it contained application ids,['summary']
7040,CleanerTask.java,            // remove the resource from the file system,remove the resource from the file system,['summary']
7041,CleanerTask.java,          // remove the resource from scm (checks for appIds as well),remove the resource from scm (checks for appids as well),['summary']
7042,CleanerTask.java," this is the path to the cache resource directory
      // the directory name is the resource key (i.e. a unique identifier)",this is the path to the cache resource directory the directory name is the resource key (i.e. a unique identifier),['summary']
7043,CleanerTask.java,    // indicates the processing status of the resource,indicates the processing status of the resource,['summary']
7044,CleanerTask.java,   * Processes a single shared cache resource directory.,processes a single shared cache resource directory.,['summary']
7046,CleanerTask.java,restore the interrupt,restore the interrupt,['summary']
7047,CleanerTask.java,          // add sleep time between cleaning each directory if it is non-zero,add sleep time between cleaning each directory if it is non-zero,['summary']
7050,CleanerTask.java,    // mark the beginning of the run in the metrics,mark the beginning of the run in the metrics,['summary']
7051,CleanerTask.java,"Sweeps and processes the shared cache area to clean up stale and orphaned
   * files.",sweeps and processes the shared cache area to clean up stale and orphaned files.,['summary']
7052,CleanerTask.java,"this is set to false regardless of if it is a scheduled or on-demand
      // task",this is set to false regardless of if it is a scheduled or on-demand task,['summary']
7054,CleanerTask.java,      // there is already another task running,there is already another task running,['summary']
7057,CleanerTask.java,"Creates a cleaner task based on the configuration. This is provided for
   * convenience.",creates a cleaner task based on the configuration. this is provided for convenience.,['summary']
7058,CleanerTask.java,"The task that runs and cleans up the shared cache area for stale entries and
 * orphaned files. It is expected that only one cleaner task runs at any given
 * point in time.",the task that runs and cleans up the shared cache area for stale entries and orphaned files. it is expected that only one cleaner task runs at any given point in time.,['summary']
